timestamp_s,sample_rate_hz,dominant_hz,peak_db,beat_detected,downbeat_detected,low_mean,low_delta,low_var,high_mean,high_delta,high_var,high_occ
1771105469.5560186,48000,375.0,-20.39397881991162,0,0,,,,,,,
1771105469.604416,48000,375.0,-44.145355298612245,0,0,,,,,,,
1771105469.6552832,48000,187.5,-48.45802814538224,0,0,,,,,,,
1771105469.700168,48000,1171.875,-32.90986835490502,0,0,,,,,,,
1771105469.7460444,48000,468.75,-33.116603099545365,0,0,,,,,,,
1771105469.7918444,48000,1171.875,-33.02387578449613,0,0,,,,,,,
1771105469.8367245,48000,1171.875,-34.5736151012912,0,0,,,,,,,
1771105469.883599,48000,468.75,-33.7290106501881,0,0,,,,,,,
1771105469.9304466,48000,5718.75,-32.860360778062926,0,0,,,,,,,
1771105470.0177507,48000,328.125,-14.745526967800151,1,0,54.982666015625,19.521862030029297,95.27577209472656,23.304807662963867,20.466571807861328,104.72013854980469,1.0
1771105470.0762227,48000,328.125,-16.72885972722819,0,0,81.92707824707031,67.44483947753906,601.8345336914062,44.40918731689453,52.97793197631836,365.98785400390625,1.0
1771105470.1171134,48000,328.125,-16.47464434525783,0,0,93.02225494384766,79.70124816894531,742.5902709960938,50.41379928588867,55.16239547729492,353.8121643066406,1.0
1771105470.1738455,48000,328.125,-16.318923397094387,0,0,102.16722106933594,91.91978454589844,872.2328491210938,50.70585632324219,55.16239547729492,277.7435607910156,1.0
1771105470.2197354,48000,328.125,-15.618443896229708,0,0,110.2684097290039,104.82414245605469,1010.9833984375,49.221431732177734,55.16239547729492,237.62564086914062,1.0
1771105470.3064904,48000,656.25,-16.24825613461919,0,0,124.58744812011719,115.38327026367188,1148.580810546875,47.19385528564453,55.16239547729492,200.2448272705078,1.0
1771105470.355389,48000,656.25,-14.722726531643813,0,0,127.88581085205078,115.38327026367188,1108.0025634765625,50.24403381347656,65.33587646484375,253.99647521972656,1.0
1771105470.4042292,48000,656.25,-15.79831971249326,0,0,138.54254150390625,75.87128448486328,452.4251708984375,53.63383102416992,71.28530883789062,332.0183410644531,1.0
1771105470.4501348,48000,328.125,-18.286054488792175,0,0,143.80857849121094,47.938438415527344,193.39268493652344,55.582176208496094,71.28530883789062,340.3901672363281,1.0
1771105470.4960253,48000,328.125,-21.65031872655838,0,0,144.76235961914062,40.922019958496094,145.97242736816406,56.44752883911133,71.28530883789062,320.5224609375,1.0
1771105470.540892,48000,328.125,-22.759604474911477,0,0,142.75303649902344,52.24348449707031,244.56382751464844,56.65528869628906,71.28530883789062,296.5479431152344,1.0
1771105470.5867422,48000,328.125,-26.469757478809463,0,0,134.6549835205078,73.74535369873047,562.0604248046875,56.07741928100586,71.28530883789062,269.65716552734375,1.0
1771105470.6326466,48000,703.125,-42.31837347217369,0,0,124.89505767822266,98.7088851928711,902.2835693359375,54.813011169433594,71.28530883789062,276.1299133300781,1.0
1771105470.6794946,48000,3281.25,-46.753577043100734,0,0,112.6430892944336,112.44012451171875,1318.25,53.024986267089844,71.28530883789062,309.25946044921875,1.0
1771105470.7353446,48000,10593.75,-48.11765555739677,0,0,91.92486572265625,127.88218688964844,1753.2674560546875,49.96790313720703,71.28530883789062,386.7587890625,1.0
1771105470.776236,48000,375.0,-49.958051791430734,0,0,77.24065399169922,128.2191162109375,1746.5167236328125,47.87067794799805,75.25634765625,445.6281433105469,1.0
1771105470.8330836,48000,375.0,-54.69118137011482,0,0,63.01793670654297,114.96316528320312,1552.2025146484375,45.814720153808594,78.28662109375,503.68218994140625,1.0
1771105470.8804662,48000,375.0,-56.1448453354962,0,0,50.32694625854492,103.42015838623047,1311.4365234375,43.8471794128418,80.31070709228516,557.1312866210938,1.0
1771105470.9265273,48000,375.0,-66.76098853938042,0,0,33.35392761230469,90.8880615234375,809.353759765625,41.10640335083008,82.12481689453125,625.1680297851562,1.0
1771105470.9674504,48000,15234.375,-68.65891604233633,0,0,23.62132453918457,72.1989974975586,439.74468994140625,39.431114196777344,82.75338745117188,661.7142333984375,1.0
1771105471.0153222,48000,1921.875,-61.58577330943742,0,0,16.290376663208008,48.77363204956055,204.00038146972656,37.8810920715332,82.9488754272461,691.1657104492188,1.0
1771105471.110097,48000,1640.625,-56.98746522326658,0,0,7.979759216308594,22.66287612915039,45.754661560058594,35.143646240234375,82.9488754272461,730.800048828125,1.0
1771105471.1559734,48000,1687.5,-57.49619952749599,0,0,5.671693801879883,15.248019218444824,20.479501724243164,33.9345817565918,82.9488754272461,742.9640502929688,1.0
1771105471.2033777,48000,1546.875,-49.02663633692679,0,0,4.137768745422363,10.161665916442871,8.981778144836426,32.8231201171875,82.9488754272461,750.8687133789062,1.0
1771105471.2442958,48000,1406.25,-56.10717018945855,0,0,3.122899055480957,6.557650566101074,3.592989921569824,31.79985809326172,82.9488754272461,755.2569580078125,1.0
1771105471.2951324,48000,93.75,-57.834939693870396,0,0,2.2886288166046143,2.9627223014831543,0.6739057898521423,30.58970069885254,82.9488754272461,779.9127197265625,1.0
1771105471.3370206,48000,15234.375,-68.07363133275304,0,0,2.11838436126709,2.368867874145508,0.3841661214828491,29.78397560119629,83.00061798095703,787.4204711914062,1.0
1771105471.3889403,48000,15281.25,-68.6950016100245,0,0,1.7705771923065186,1.3690896034240723,0.10885870456695557,26.601104736328125,83.51174926757812,757.2547607421875,1.0
1771105471.4338205,48000,140.625,-66.34570828243946,0,0,1.6262836456298828,1.0164145231246948,0.10092800110578537,24.6651668548584,83.7197036743164,740.9092407226562,1.0
1771105471.4787006,48000,140.625,-68.07069242986091,0,0,1.5318541526794434,1.016808032989502,0.10140202939510345,23.140869140625,83.75003051757812,742.0491333007812,1.0
1771105471.5255473,48000,750.0,-32.727377350940856,0,0,1.592982530593872,2.7754275798797607,0.364953875541687,21.379619598388672,83.75003051757812,747.4881591796875,1.0
1771105471.5714245,48000,656.25,-13.451083532664095,0,0,5.877583026885986,49.339847564697266,159.30589294433594,21.48355484008789,83.75003051757812,753.7111206054688,1.0
1771105471.6173017,48000,656.25,-13.131578373116925,0,0,14.912211418151855,91.0955581665039,745.479736328125,21.787967681884766,83.75003051757812,783.3629760742188,1.0
1771105471.6641765,48000,656.25,-13.198788309711706,0,0,26.678621292114258,110.10401916503906,1547.220458984375,22.31333351135254,100.77413940429688,854.2884521484375,1.0
1771105471.7155461,48000,656.25,-11.752974033831533,0,0,45.706581115722656,118.23226165771484,2403.052978515625,24.335811614990234,124.37751770019531,1157.9276123046875,1.0
1771105471.7728753,48000,656.25,-11.965313647070804,0,0,58.80276870727539,118.23226165771484,2609.611083984375,26.427759170532227,128.82147216796875,1458.9283447265625,1.0
1771105471.8647761,48000,375.0,-15.302496447496468,0,0,96.31307983398438,149.72317504882812,1969.01171875,30.00905990600586,128.82147216796875,1813.3011474609375,1.0
1771105471.9553177,48000,375.0,-17.55275779302245,0,0,126.80882263183594,87.4798812866211,570.810791015625,32.93981170654297,128.82147216796875,1937.292724609375,1.0
1771105471.9962373,48000,562.5,-28.828656758530688,0,0,132.71405029296875,56.92230224609375,337.88134765625,34.329708099365234,128.82147216796875,1951.3165283203125,1.0
1771105472.0480704,48000,375.0,-33.45430979162087,0,0,131.53082275390625,72.17333221435547,413.9359436035156,35.43466567993164,128.82147216796875,1938.4945068359375,1.0
1771105472.0949452,48000,375.0,-37.27470962054824,0,0,126.66250610351562,96.99602508544922,777.9107055664062,36.24347686767578,128.82147216796875,1913.7376708984375,1.0
1771105472.1418202,48000,375.0,-43.88363109058809,0,0,118.88693237304688,116.41487121582031,1378.8553466796875,36.80656814575195,128.82147216796875,1888.47216796875,1.0
1771105472.1857026,48000,421.875,-29.560609789181296,0,0,104.87129211425781,123.47177124023438,2215.4169921875,37.56731033325195,128.82147216796875,1848.6502685546875,1.0
1771105472.22759,48000,421.875,-29.098148634204502,0,0,94.55763244628906,123.47177124023438,2376.5234375,38.24460983276367,128.82147216796875,1813.845703125,1.0
1771105472.275421,48000,1125.0,-29.60891191405147,0,0,82.20219421386719,123.47177124023438,2143.698486328125,38.959877014160156,128.82147216796875,1776.195068359375,1.0
1771105472.3252935,48000,1125.0,-32.20104679127238,0,0,68.3719711303711,121.91168212890625,1492.31298828125,39.62635803222656,128.82147216796875,1739.0716552734375,1.0
1771105472.3711708,48000,421.875,-33.55643937686954,0,0,54.95011901855469,94.54114532470703,673.5010986328125,40.14578628540039,128.82147216796875,1707.4727783203125,1.0
1771105472.4145606,48000,234.375,-40.82859256866151,0,0,41.21553421020508,54.72776412963867,173.93275451660156,40.630958557128906,128.82147216796875,1674.898681640625,1.0
1771105472.4644272,48000,234.375,-40.82859256866151,0,0,35.44327163696289,35.741451263427734,102.76569366455078,40.86117172241211,128.82147216796875,1658.7684326171875,1.0
1771105472.5248318,48000,328.125,-14.271904162899162,1,0,37.8375129699707,73.60398864746094,294.0476989746094,42.00579833984375,128.82147216796875,1599.042236328125,1.0
1771105472.602624,48000,328.125,-19.790659810327448,0,0,50.51066207885742,104.60246276855469,1214.9478759765625,43.90620803833008,128.82147216796875,1514.341552734375,1.0
1771105472.6545148,48000,9750.0,-31.053502882848104,0,0,57.99034881591797,104.60246276855469,1418.8524169921875,45.568050384521484,128.82147216796875,1424.3553466796875,1.0
1771105472.6953757,48000,7078.125,-39.45839363248061,0,0,60.00726318359375,104.60246276855469,1366.04345703125,46.52006912231445,128.82147216796875,1365.2242431640625,1.0
1771105472.7542415,48000,656.25,-17.02478348222676,0,0,60.71346664428711,104.60246276855469,1331.3770751953125,47.76903533935547,128.80999755859375,1296.1024169921875,1.0
1771105472.8011212,48000,609.375,-42.36681854626066,0,0,60.93173599243164,104.60246276855469,1316.093505859375,48.69874954223633,122.01976776123047,1234.3001708984375,1.0
1771105472.8439791,48000,750.0,-27.034403834716837,1,0,63.06717300415039,104.60246276855469,1182.201416015625,49.35859298706055,120.55647277832031,1205.701416015625,1.0
1771105472.8858676,48000,656.25,-18.359261631504978,0,0,69.29723358154297,96.23023223876953,993.3424682617188,49.16165542602539,120.55647277832031,1194.377685546875,1.0
1771105472.9367306,48000,656.25,-18.954585508517447,0,0,67.63027954101562,96.23023223876953,891.4552001953125,48.399845123291016,120.55647277832031,1137.5113525390625,1.0
1771105472.986597,48000,328.125,-18.750518635116084,0,0,64.68878936767578,79.36448669433594,647.760009765625,46.6723747253418,120.55647277832031,992.891357421875,1.0
1771105473.0314796,48000,281.25,-17.80330848545235,0,0,65.67193603515625,83.962646484375,711.97607421875,44.0946159362793,119.14936828613281,770.515869140625,1.0
1771105473.091317,48000,281.25,-17.80330848545235,1,0,68.64392852783203,98.21928405761719,893.8956909179688,42.64525604248047,109.14472198486328,651.1743774414062,1.0
1771105473.1691098,48000,281.25,-14.81484104427932,0,0,73.20523071289062,113.7132797241211,1149.59521484375,41.28828048706055,97.7389907836914,555.2619018554688,1.0
1771105473.3067417,48000,281.25,-14.81484104427932,1,0,78.8203125,126.39603424072266,1443.14892578125,40.1523323059082,86.35464477539062,482.98828125,1.0
1771105473.353618,48000,281.25,-16.082724738369226,0,0,96.16812896728516,126.39603424072266,1410.82861328125,37.78091049194336,70.76390075683594,364.9294738769531,1.0
1771105473.399494,48000,281.25,-16.24280497731657,0,0,109.1797103881836,106.72254180908203,1022.723876953125,36.72330093383789,65.8978271484375,311.2845764160156,1.0
1771105473.4453714,48000,281.25,-16.24280497731657,0,0,115.07317352294922,96.55862426757812,868.0845947265625,36.3161735534668,65.8978271484375,290.79522705078125,1.0
1771105473.4922454,48000,281.25,-15.543768312401324,0,0,130.0654754638672,80.48941040039062,696.869873046875,35.78653335571289,65.8978271484375,267.20538330078125,1.0
1771105473.553083,48000,281.25,-14.945055820480235,0,0,144.67828369140625,81.6078872680664,558.2105712890625,36.124996185302734,65.8978271484375,272.2151794433594,1.0
1771105473.6448374,48000,281.25,-16.159696051425353,0,0,163.93716430664062,51.407928466796875,299.5733947753906,38.27644348144531,65.8978271484375,261.0616455078125,1.0
1771105473.6867568,48000,562.5,-16.039287099005126,0,0,166.26544189453125,51.407928466796875,257.2188415527344,39.58552932739258,65.8978271484375,267.3149108886719,1.0
1771105473.736593,48000,609.375,-17.26030477288312,0,0,167.49111938476562,42.09478759765625,201.59698486328125,41.38402557373047,69.69900512695312,301.2118835449219,1.0
1771105473.8283758,48000,281.25,-20.33582952798543,0,0,163.25830078125,61.665306091308594,407.4222717285156,44.57322692871094,69.69900512695312,315.55145263671875,1.0
1771105473.8742518,48000,281.25,-19.320000474262304,0,0,158.54998779296875,64.36712646484375,567.4420776367188,46.02154541015625,69.69900512695312,289.8404541015625,1.0
1771105473.9211473,48000,281.25,-18.842450118471493,0,0,152.93359375,64.36712646484375,634.5101928710938,47.671695709228516,69.69900512695312,251.79266357421875,1.0
1771105473.9671655,48000,281.25,-16.70048767531909,0,0,145.24957275390625,64.36712646484375,470.71868896484375,50.18635940551758,51.470863342285156,187.64004516601562,1.0
1771105474.0080867,48000,281.25,-16.778954212943503,0,0,140.80099487304688,57.01414489746094,273.7339172363281,51.507625579833984,50.393306732177734,186.5594024658203,1.0
1771105474.0559583,48000,609.375,-17.09348579755855,0,0,136.78250122070312,39.45542907714844,120.39507293701172,52.92026138305664,58.235225677490234,213.60276794433594,1.0
1771105474.1048555,48000,656.25,-14.076966489950758,0,0,134.14837646484375,24.270736694335938,67.07196044921875,55.01949691772461,76.10517883300781,275.5919189453125,1.0
1771105474.150351,48000,656.25,-13.65603544933775,0,0,132.4392852783203,24.270736694335938,62.16699981689453,57.58881759643555,83.50820922851562,355.0575866699219,1.0
1771105474.197223,48000,656.25,-14.68622174226364,0,0,131.82420349121094,24.270736694335938,67.15473175048828,60.40523147583008,85.59757232666016,425.4244079589844,1.0
1771105474.2431006,48000,656.25,-15.100217696655257,0,0,131.5906524658203,27.080665588378906,71.52560424804688,62.96834945678711,87.00126647949219,501.1971435546875,1.0
1771105474.2896128,48000,375.0,-21.01154822829065,0,0,130.28607177734375,32.334754943847656,100.24453735351562,66.57463836669922,79.00410461425781,513.6585083007812,1.0
1771105474.3484561,48000,375.0,-19.339788735450664,0,0,126.59873962402344,32.73308563232422,113.09298706054688,67.41789245605469,79.00410461425781,509.93817138671875,1.0
1771105474.3953564,48000,375.0,-19.685642118234732,0,0,123.14976501464844,26.622512817382812,79.98391723632812,66.89582824707031,79.00410461425781,513.6251831054688,1.0
1771105474.4362476,48000,375.0,-19.493051311380952,0,0,120.57363891601562,25.276657104492188,48.90135192871094,66.0975341796875,79.00410461425781,525.7796020507812,1.0
1771105474.488109,48000,375.0,-18.256059334696964,0,0,119.5758056640625,16.191940307617188,27.56169891357422,65.55439758300781,79.00410461425781,544.1902465820312,1.0
1771105474.5305042,48000,375.0,-18.611616731218575,0,0,119.45323181152344,13.990325927734375,25.12923812866211,65.22024536132812,83.47586059570312,561.6514282226562,1.0
1771105474.5803704,48000,375.0,-26.85961900107127,0,0,116.7542724609375,34.265785217285156,56.90169143676758,64.81773376464844,92.3924560546875,588.7832641601562,1.0
1771105474.6262476,48000,328.125,-35.73715900937126,0,0,111.2002182006836,62.035400390625,250.12591552734375,64.12753295898438,99.62276458740234,639.2207641601562,1.0
1771105474.6691334,48000,421.875,-30.735306414485454,0,0,99.83567810058594,83.28877258300781,788.8339233398438,62.44745635986328,104.77279663085938,755.4600830078125,1.0
1771105474.7180018,48000,421.875,-30.82629413673925,0,0,91.97706604003906,83.38893127441406,1041.49169921875,61.1948356628418,104.77279663085938,831.7479248046875,1.0
1771105474.7638798,48000,421.875,-29.863982409607083,0,0,84.27027130126953,83.85983276367188,1176.48486328125,59.888694763183594,104.77279663085938,904.1178588867188,1.0
1771105474.8097568,48000,187.5,-28.52667116714523,0,0,76.19381713867188,87.381103515625,1215.70751953125,58.65641784667969,104.77279663085938,972.2679443359375,1.0
1771105474.856631,48000,187.5,-27.198917557194598,0,0,68.02313232421875,87.381103515625,1018.98828125,57.54861068725586,104.77279663085938,1036.7550048828125,1.0
1771105474.9025087,48000,187.5,-31.708859563280893,0,0,59.18740463256836,83.79851531982422,597.1065673828125,56.391483306884766,104.88259887695312,1102.95458984375,1.0
1771105474.9484186,48000,187.5,-30.51908550476575,0,0,48.28187561035156,37.99152374267578,82.94273376464844,54.27085876464844,105.630126953125,1204.22802734375,1.0
1771105475.0471234,48000,187.5,-26.002570810986242,0,0,46.62303161621094,25.345703125,30.23807716369629,53.34661102294922,105.630126953125,1233.109130859375,1.0
1771105475.1337225,48000,328.125,-19.77768033550412,0,0,57.85746383666992,77.7619400024414,653.9401245117188,50.53141403198242,105.630126953125,1222.38037109375,1.0
1771105475.193542,48000,9375.0,-29.734729795650487,0,0,64.3813247680664,77.7619400024414,721.5101318359375,49.183528900146484,105.630126953125,1224.453369140625,1.0
1771105475.2354302,48000,8015.625,-30.397477806477816,0,0,65.75495910644531,75.93104553222656,677.7058715820312,47.78144836425781,105.630126953125,1233.5096435546875,1.0
1771105475.2848227,48000,7968.75,-38.38453235771717,0,0,64.2188491821289,86.504638671875,753.3758544921875,46.6562614440918,105.630126953125,1241.487548828125,1.0
1771105475.3271735,48000,375.0,-18.264482920856636,0,0,64.0484848022461,86.504638671875,773.723388671875,45.30194091796875,105.630126953125,1244.7459716796875,1.0
1771105475.4241643,48000,328.125,-17.4781880821445,0,0,74.16109466552734,86.504638671875,799.3604736328125,41.95975875854492,105.630126953125,1140.0347900390625,1.0
1771105475.4700418,48000,328.125,-16.831275696254856,0,0,77.09213256835938,86.97370910644531,929.057373046875,39.86153030395508,105.630126953125,996.3507690429688,1.0
1771105475.5154855,48000,328.125,-15.002279964990308,0,0,79.0390396118164,109.34320068359375,1120.7119140625,37.86634063720703,105.630126953125,822.0887451171875,1.0
1771105475.6066751,48000,328.125,-16.12373698702991,0,0,103.13882446289062,133.57046508789062,2226.242431640625,33.12103271484375,83.17265319824219,369.01751708984375,1.0
1771105475.654539,48000,328.125,-14.183312025824485,0,0,118.420166015625,148.2102813720703,2128.729248046875,31.89772605895996,62.23020553588867,277.6590576171875,1.0
1771105475.700489,48000,328.125,-14.74155906223743,0,0,134.7025604248047,124.21507263183594,1472.5985107421875,31.237092971801758,48.180198669433594,241.77432250976562,1.0
1771105475.744967,48000,328.125,-17.163745163603068,1,0,146.23428344726562,100.77640533447266,876.61767578125,30.790884017944336,46.523475646972656,225.77236938476562,1.0
1771105475.7936661,48000,328.125,-24.27224440627394,0,0,150.3729248046875,72.0279312133789,569.151123046875,30.32961082458496,46.523475646972656,217.39022827148438,1.0
1771105475.8368542,48000,8437.5,-29.58538134827418,0,0,144.18988037109375,121.63084411621094,1249.9041748046875,29.709636688232422,46.523475646972656,214.00489807128906,1.0
1771105475.8874438,48000,9750.0,-44.13666648352799,0,0,134.07388305664062,142.326171875,2251.02685546875,29.373971939086914,46.523475646972656,217.06182861328125,1.0
1771105475.9333813,48000,609.375,-15.695914812496696,0,0,123.26128387451172,142.326171875,2749.43359375,29.80890464782715,46.523475646972656,217.73272705078125,1.0
1771105475.9797053,48000,890.625,-16.5354787493973,0,0,112.95341491699219,142.326171875,2828.202392578125,31.404714584350586,58.968692779541016,244.46371459960938,1.0
1771105476.0260453,48000,890.625,-16.095155798990554,0,0,95.3835678100586,142.326171875,2270.07861328125,34.99732208251953,78.53091430664062,348.1260986328125,1.0
1771105476.0722907,48000,890.625,-16.001778162151496,0,0,88.76887512207031,137.96694946289062,1869.9251708984375,36.32535171508789,82.4178466796875,392.98077392578125,1.0
1771105476.1173732,48000,890.625,-17.232791881563344,0,0,70.17076873779297,102.88046264648438,564.1452026367188,40.3829460144043,85.2882080078125,518.8600463867188,1.0
1771105476.1645615,48000,843.75,-18.377615134146325,0,0,62.04426574707031,53.14672088623047,120.21615600585938,43.12419891357422,85.64424133300781,585.545166015625,1.0
1771105476.2245884,48000,750.0,-23.162632184459696,0,0,58.59416198730469,30.065841674804688,55.143165588378906,46.84877395629883,85.64424133300781,613.3605346679688,1.0
1771105476.2672946,48000,234.375,-25.034734700213825,0,0,60.17364501953125,16.911632537841797,26.9731502532959,48.857418060302734,85.29155731201172,583.1243896484375,1.0
1771105476.3640563,48000,234.375,-26.550644693302115,0,0,59.97536849975586,14.073646545410156,17.28343391418457,50.83456802368164,77.39344024658203,519.6280517578125,1.0
1771105476.416331,48000,234.375,-40.95287359941665,1,0,56.85458755493164,23.55783462524414,29.966758728027344,50.520633697509766,77.39344024658203,531.5985717773438,1.0
1771105476.496696,48000,15281.25,-68.10100893419695,0,0,48.84035873413086,45.75273895263672,215.87008666992188,49.30921936035156,84.88137817382812,594.2274169921875,1.0
1771105476.5450678,48000,15281.25,-68.39472498189056,0,0,44.515201568603516,49.02313232421875,308.55218505859375,48.65937805175781,86.99862670898438,633.2669677734375,1.0
1771105476.59444,48000,375.0,-17.785566885676197,0,0,46.383426666259766,78.01513671875,417.9332580566406,48.67266845703125,86.99862670898438,633.5038452148438,1.0
1771105476.6394496,48000,375.0,-18.251226996133415,0,0,52.50762176513672,108.49850463867188,854.614501953125,49.03410720825195,86.99862670898438,621.7810668945312,1.0
1771105476.6842937,48000,375.0,-13.319518708864159,0,0,69.86531829833984,170.02371215820312,2681.79443359375,49.3127326965332,86.99862670898438,615.3030395507812,1.0
1771105476.7331495,48000,375.0,-13.319518708864159,0,0,77.58154296875,187.91525268554688,3577.30078125,49.33960723876953,86.99862670898438,614.949951171875,1.0
1771105476.776205,48000,375.0,-13.597243699997497,0,0,104.44598388671875,208.01580810546875,6013.68701171875,48.731510162353516,86.99862670898438,620.385986328125,1.0
1771105476.8232183,48000,375.0,-13.44207560076995,0,0,125.52500915527344,213.31968688964844,6657.318359375,48.03498840332031,86.99862670898438,624.2865600585938,1.0
1771105476.8671126,48000,375.0,-13.583229250183022,0,0,148.39556884765625,216.41880798339844,6155.861328125,47.45942306518555,86.99862670898438,627.1416015625,1.0
1771105476.915349,48000,375.0,-14.220646398037687,0,0,172.2440948486328,209.7917938232422,4339.0517578125,47.055397033691406,86.99862670898438,627.7340698242188,1.0
1771105476.9613361,48000,375.0,-21.324079152301763,0,0,191.90658569335938,138.499755859375,2058.6591796875,46.76545715332031,86.99862670898438,628.843017578125,1.0
1771105477.0078628,48000,187.5,-25.726149510308293,0,0,199.69808959960938,98.20066833496094,1027.9359130859375,46.31666946411133,86.99862670898438,634.291748046875,1.0
1771105477.0551655,48000,187.5,-29.994428706082573,0,0,194.3290557861328,130.13763427734375,1727.9971923828125,46.27732849121094,86.99862670898438,635.285888671875,1.0
1771105477.115394,48000,234.375,-36.74459924036347,0,0,173.53347778320312,166.435791015625,3689.68310546875,46.244327545166016,86.99862670898438,636.7144775390625,1.0
1771105477.1560118,48000,375.0,-17.47832652907212,0,0,156.60198974609375,171.88494873046875,4439.7666015625,46.47734451293945,86.99862670898438,627.410400390625,1.0
1771105477.2069678,48000,750.0,-15.816513401077842,0,0,142.28045654296875,171.88494873046875,4119.07568359375,47.10878372192383,86.99862670898438,622.42578125,1.0
1771105477.2470915,48000,750.0,-15.816513401077842,0,0,129.08755493164062,171.88494873046875,3227.30517578125,47.390010833740234,86.99862670898438,632.2052001953125,1.0
1771105477.3020644,48000,375.0,-16.050694980418825,0,0,117.67042541503906,165.9462890625,1978.406494140625,47.27885055541992,86.99862670898438,624.7715454101562,1.0
1771105477.3523114,48000,375.0,-15.446942736145486,0,0,109.80487823486328,115.08152770996094,963.2225341796875,46.83544921875,86.99862670898438,592.1004028320312,1.0
1771105477.4363706,48000,328.125,-23.988328754682588,0,0,112.98375701904297,99.69642639160156,983.6552734375,43.7498893737793,82.20750427246094,410.2954406738281,1.0
1771105477.4774456,48000,375.0,-15.633450101448357,0,0,120.32357788085938,99.69642639160156,920.5274658203125,42.45382308959961,71.5199203491211,342.6636657714844,1.0
1771105477.524833,48000,375.0,-16.98825007573546,0,0,130.65728759765625,81.5531005859375,540.529541015625,41.88003158569336,69.53890228271484,312.3876037597656,1.0
1771105477.583692,48000,375.0,-17.610636952430415,0,0,138.73434448242188,57.296043395996094,303.34814453125,41.926963806152344,69.53890228271484,313.95037841796875,1.0
1771105477.6271214,48000,375.0,-19.004928632098878,0,0,146.0719757080078,38.31700134277344,108.02967071533203,42.39095687866211,69.53890228271484,322.8736572265625,1.0
1771105477.6763246,48000,328.125,-29.039825493522354,0,0,146.2598876953125,40.82215881347656,107.33698272705078,42.5720329284668,69.53890228271484,320.33673095703125,1.0
1771105477.7755964,48000,187.5,-29.996009753440752,1,1,126.66635131835938,100.9929428100586,1060.917724609375,43.08747863769531,69.53890228271484,296.0622863769531,1.0
1771105477.8172586,48000,375.0,-27.919092401254105,0,0,122.47882843017578,102.32416534423828,1301.4129638671875,43.25593185424805,68.40901184082031,286.12335205078125,1.0
1771105477.8645823,48000,375.0,-14.264768196510003,0,0,118.60325622558594,102.32416534423828,1315.70068359375,43.703243255615234,59.43172836303711,266.1450500488281,1.0
1771105477.9059572,48000,375.0,-14.91074480949101,0,0,117.90647888183594,102.32416534423828,1278.239501953125,44.26278305053711,59.43172836303711,263.3434143066406,1.0
1771105477.9973485,48000,375.0,-13.45597424722219,0,0,121.70999145507812,125.56090545654297,1632.12255859375,45.82944869995117,59.43172836303711,290.4343566894531,1.0
1771105478.0490417,48000,375.0,-14.427222025887588,0,0,126.888916015625,129.49884033203125,2039.9874267578125,46.84219741821289,59.43172836303711,306.7609558105469,1.0
